,count,hate_speech,offensive_language,neither,class,tweet
2376,3,1,2,0,1,@2LEGIT4that go be cunt somewhere else
2377,3,1,2,0,1,@2ManyLouboutins @moneydriven stfu hoe and fucking answer me before I smack the shit outta you and your faggot aunt.
2378,3,0,3,0,1,@2sassymom so glad you did this! I'm still trying to figure out emoticons on this damn Motorola to give that bitch the finger.
2379,3,0,2,1,1,@2trippymcneely if it's trash I'm kickin yo ass
2381,3,0,3,0,1,@3CarryOnItems all them bitches far as fuck from us. We got el gran pollo up this way and it serves us well. @Lex_Gracie
2382,3,0,3,0,1,@40oz_VAN IYCMI. I can't get any work done if you keep showin off your bitches.
2383,3,0,3,0,1,@44BINKO ima act like I hit that hoe then pass it like I was earlier
2384,3,0,3,0,1,@4C_Ryan fag rhymes with gag.
2385,3,1,2,0,1,@5Dimes fuck you tony...you greaseball piece of shit-
2386,3,0,3,0,1,"@7aidualc9 u said ""@ me hoe"" &#128514;&#128514;&#128514; so I did..."
2387,3,0,3,0,1,@808NoHeartBreak hoes
2389,3,0,3,0,1,@A875Silva @jezzzz_ if she do then she gone die too I ain't playin dawg bitches gone be ruthless then I will be too! &#128175;&#128170;&#128074;
2390,3,0,3,0,1,@AARONCARTER push me on the wall slowly take my panties down and write alphabet with ur tongue on my tight pussy
2395,3,1,2,0,1,@AC_Hussle bitches are hoes don't be surprised
2396,3,2,1,0,0,@AGreasyMonkey @Huntermoore faggot
2397,3,0,3,0,1,"@AJ0427 @AshActually Hey
2400,3,0,3,0,1,@ALaQuannD what you laughing at hoe
2401,3,0,2,1,1,@ALatrice16 beautiful bride... Tell Erica congrats if she remembers a nig...
2402,3,0,3,0,1,"@APrivilege lmao.. Brutal for the nigs who can't get jobs
2403,3,0,3,0,1,"@ASAP_RocKI_ @HuhWhatsACondom *sighs* 1. Not a bitch. I'm a woman. LEARN THE DIFFERENCE. 2. I KNOW I'm fat. 3. It's called a scarf
2404,3,0,3,0,1,"@ASipOf_Mocha Dr. Phil
2406,3,0,3,0,1,@A_Brown_30 and I just cleaned the entire fucking weight room. Looked like a tornado went through this bitch.C'mon franklin @Franklin_Probs
2408,3,0,3,0,1,@A_M_Perez they are little bitches when they are proven wrong. #MomsDemand #gunsense
2409,3,0,3,0,1,@AaronKeplin shut up bitch
2410,3,0,3,0,1,@Abel312_ @Cuauhtli02 bruh I'm under 2 blankets like a bitch right now
2412,3,0,3,0,1,@AbrehamDadi no bitch
2413,3,0,3,0,1,@AbstractLife man too much damn giggling was going. He was offering $40 tips and shit. Lol think I even heard the bitch spit a couple times
2414,3,0,3,0,1,@AbstractLife two trash ass passes you know damn well you saw it too. on 2nd and 3rd down. before Santos won the game.
2415,3,0,3,0,1,@AbstractLife yeah. can't lie tho spitting on a cop car right with their bitch ass in it feels damn good.
2416,3,0,3,0,1,@AbusiveMen You're a fucking pussy
2417,3,1,2,0,1,@AcaciaBrinley crusty hoe
2418,3,0,3,0,1,@AceAlford_23 double up on this game bitch
2419,3,0,3,0,1,"@AceHudsonJr bitches tryna take all my money
2420,3,0,3,0,1,"@AceWuzHere why you talking to me at 5
2422,3,0,3,0,1,@ActuarialReport We've tried. Each time we go he just sits there in silence and I cry like a bitch and sweat.
2424,3,0,3,0,1,"@AdamBaldwin Really?? Bro
2425,3,0,3,0,1,"@AdamHarmon @JeffJeffAllen Yeah tht a bitch
2427,3,0,2,1,1,"@Adogg_34 RT @jb_barker10: Snapchat got hacked
2428,3,0,3,0,1,@Adolfhibsta I've seen a number of bitches on here say there's no such thing as loose pussy lol. Ok
2430,3,1,2,0,1,@Adrian1_knowsu nigglet &#128530;&#128536;
2431,3,0,3,0,1,"@AidaApple14 imma bitch i know 
2432,3,0,3,0,1,@AirSimba9 I don't be on the hoes but these hoes on my snapchat
2433,6,0,5,1,1,@Air_Zeke_12 hell yeah I got bokoo hoes when I had my fro
2435,3,1,2,0,1,@AlanMilner @Morning_Joe AlQueda doesn't use cell phones or the internet? Wow you #teabaggers are stupid
2436,3,0,3,0,1,@Alan_Casillas bitches or wat
2437,3,0,3,0,1,@Alan_Casillas haha shit niggah i wish
2438,7,1,6,0,1,@Alan_Casillas lol bitches from riverside to LA ahah
2439,6,0,5,1,1,@Alan_Casillas nah i thought u had to bitches lol didnt know peters girl was one of them lmao
2440,6,0,4,2,1,@Alan_Casillas niggah lol i had 6 beers before i went to the bar then had 4 beers at the bar then got a 12pck on the way home lool
2441,3,0,3,0,1,@AleeeD_ bitch who do u love
2442,3,0,3,0,1,@Alejandro_Bihhh @CapoDaAssHole I was texting a bitch
2443,6,0,6,0,1,@Alejandro_Bihhh @CapoDaAssHole I'm on this hoe like this every night just be tweeting bullshit
2444,3,0,2,1,1,@Alejandro_Bihhh @CapoDaAssHole lol cause these hoes love me
2445,3,1,2,0,1,@Alejandro_Bihhh @CapoDaAssHole so y'all niggaz ain't never listen to no slow shit with a bitch
2446,3,0,3,0,1,@Alejandro_Bihhh lmaoooo hell naw bro I be up i haven't seen that hoe
2447,3,0,3,0,1,@Alejandro_Bihhh lol I was bout to say. Shit income tax in I'm Tryna find me a bitch for a couple weeks
2449,3,1,2,0,1,@AlexDunlapNFL @BDOE_KLBJ that evil son of a bitch deserves everything that's coming to him
2450,3,0,3,0,1,@AlexSchnider niiice my nigga schinder pullin hoes
2452,3,0,3,0,1,@AlexaDelsanter bad bitch with me wonder where my manners go
2453,3,0,3,0,1,@AlexaDelsanter karma is a bitch
2454,6,0,6,0,1,@AlexisDiamond_ bitch stop fucking playin with me you know wtf I'm talkin about
2455,6,1,5,0,1,@AlexisMota29 this niggah be lying &#128514;
2456,3,1,2,0,1,@AlfieHeydrich Seen a pic of nigs robbing a store. Caption said(protesting gos on in Fergerson). Lol. I don't like pigs either but wtf!
2457,3,2,1,0,0,@AlfieHeydrich but I live in the South. Lot more here. My pop lives in Rhode Island. Hardly no niggers there.
2458,3,2,1,0,0,"@Alicia112794 So basically you like the background music
2459,3,0,3,0,1,@AliciaDaniella8 them hoes was trash
2460,3,0,3,0,1,@AlissaWasHeree you trippin bitch &#128533;
2461,3,0,3,0,1,@AllEyesOnKIE &#128514;&#128514;&#128514; real rap fucked that bitch lay up for the day that's really disrespectful like bitch u couldn't feel the throw up coming&#128530;
2462,3,0,3,0,1,@AllFucksGiven_ like a hoe gettin dick all day and then tonight she gettin more
2463,3,0,3,0,1,"@AllieBruner Stop being mean
2464,3,0,3,0,1,@AllieBruner is my main bitch.
2467,3,0,3,0,1,"@AlmightyVinny_ @TOnycranshaw22 @RichHomieMeezy ""the hoes be by my house"" 
2468,3,0,3,0,1,@Almighty_Woo he said he got you in workouts pussy!!!!!!
2469,3,0,2,1,1,@AlysiaRianH @cambreezy_ don't call my buddy Cambron retarded man smh. Thats rude.
2470,3,0,3,0,1,@AmPowerBlog but can we all at least agree that you whining like a little bitch because someone threw your phone is absolutely hilarious?
2471,3,1,2,0,1,"@AmPowerBlog haha
2472,3,1,2,0,1,"@AmPowerBlog so a man who is a pussy and a coward overpowered you and easily took what was yours? You are clearly much less than a man
2473,3,0,3,0,1,@AmPowerBlog your incessant whining (like a worthless little bitch) is the funniest thing that has happened all weekend. You are not a man.
2474,3,1,2,0,1,@AmandaBynes yea that always looks nice.all the monkey faced women a see around Santa Monica. Looks better than natural beauty. #don'tBeDumb
2476,3,0,3,0,1,@AmandaShow__ bet that some good pussy!!!
2480,6,1,5,0,1,@AmericaAnti You're dismissed bitch. Not in the mood for fucktards this morning. #Blocked @Darknight420
2481,3,0,2,1,1,@AmericanMirror @Praedor The Cop was bitch slapped by this wanna B st. thug. And he got what TM got Dead See you don't slap cops they R law
2482,3,3,0,0,0,@AmericanWhiteHM I hate that nigger.
2483,3,3,0,0,0,"@AmericanWhiteHM Those niggers disgust me. They should have dealt with 100 years ago
2484,3,0,3,0,1,@American_Pye bitch would rather fuck a poster? damn... thats cold.
2485,3,0,3,0,1,@AmirEldouh @jwheels3 Ali is a hoe for that
2486,3,0,2,1,1,@Amizzyy_ Lol that hoe did numbers
2487,3,0,3,0,1,"@Amor_Anjel right 
2489,3,2,1,0,0,@AnUglyNigga this is retarded
2490,3,1,2,0,1,@AnastasiaPacana Iheinz201 stfu! she thinks your ugly and hard to look at! get the fuck out of chat faggot before i block you Oct 30th 1am
2491,3,2,1,0,0,@AndreBerto can't wait for more PEDS is that it? Roid munching faggot
2492,3,0,3,0,1,@Andreaa_olvera prego bitch
2493,3,1,2,0,1,@Andreaa_olvera shut the fuck up hoe ass bitch fuck squirtin ass cunt hoe
2494,3,0,3,0,1,@Andreaa_olvera smd bitch
2495,3,3,0,0,0,@AndrewJBurns1 @Tommy_Russell_ homo ass crackers
2496,3,0,2,1,1,@AndrewJBurns1 I would but I got dat new monopoly wit da cards.ill hold it up n see if a hoe will let a nigga swipe on credit
2498,3,0,2,1,1,@AndyHerren @AarynElizaGries cry baby bitch
2500,3,0,3,0,1,"@Anellesofia I didnt call you a bitch
2501,3,0,3,0,1,@Anellesofia for some spook shit
2502,3,1,2,0,1,@Angllee2500 ain't nobody offending u fuckin peckerwoods I despise of a no good white ungrateful honkey
2504,3,2,1,0,0,@AnimeKing420 fight me 1 on 1 ur choice of game faggot see what happens
2505,3,0,3,0,1,@Anita_Farid @Angjly LMAO &#128514;. The side ho gets all the real action anyways .
2506,3,0,2,1,1,"@AnnaComan2 she was the principle for a ghetto elementary school
2507,3,3,0,0,0,@Anony386 @TurnToLive @Tweenki_ they are wrong you are a nigger always causung mischief among ur own people
2509,3,1,2,0,1,@Ant_Dgk @Buckm00se @ChainskiBum would this faggot survive in TJ?
2510,3,3,0,0,0,"@AnthonyCumia 
2513,3,0,3,0,1,@AnthonyCumia just don't bitch when your power goes out like last time
2514,3,0,3,0,1,@AnthonyCumia pussy
2515,3,0,3,0,1,@AntiHeroKo bitch FOH
2516,3,3,0,0,0,"@AntonioFrench The ""You&#8217;re going 2have 2 KILL crackers &amp; their babies&#8221; New Black Panthers #CredibilityShot #FergusonRiot #Justice4MikeBrown"
2518,3,0,3,0,1,@ApevonTarskin WHAT? Smdh another bitch
2519,3,0,3,0,1,@ApevonTarskin fuck u ugly ass bitch
2520,3,1,2,0,1,@AppleciderPapi @OGBEARD @godIevel nah u just a fag
2521,3,1,2,0,1,@Aram2432 @Marco_Spatula who invited this fag?
2522,3,0,3,0,1,@Aram2432 I have class nig
2523,3,2,1,0,0,@Arbogucci guys not supposed to get their ass sucked queer
2525,3,0,3,0,1,"@Arctic_Nation yeah
2526,3,0,3,0,1,@Are_Ohh_Bee bitch see you then then bitch. And good luck to you.
2527,3,0,3,0,1,"@Are_Ohh_Bee bitch you up and joined the fucking army and those of us around this bitch was like ""where the fuck rob go to the fuckin army?"""
2528,3,0,3,0,1,@Ari_Tweetz lol na bitches like crazy if the D good &#128064;
2529,3,0,3,0,1,@ArianaGrande this bitch @cumwiththewind
2531,3,1,2,0,1,@AriesTheOG cut a bitch
2533,3,0,3,0,1,@ArlisDoNotChill @ChiefKeef3OO wheres my bitch wit my sammich then?
2534,3,0,3,0,1,@ArtaleGaspare bitch i got the flameeee
2535,3,1,2,0,1,@ArtbyLecardin @Amy0813Amy @Deeiiggee until the world sees 2 faggot jungle bunnies are fucking and one got pregnant
2536,3,0,3,0,1,@ArtbyLecardin @Deeiiggee @Amy0813Amy &#128529; and on that note I'm out dis bitch
2537,3,0,3,0,1,@Articulate_Aura bitches don't know if they wanna play basketball or look sexy bro
2538,3,0,3,0,1,@Articulate_Aura bro you know I can't not comment on stupid shit like that..bitch Instagram a heart attack on a plate
2539,3,2,0,1,0,"@Aryanliving Welcome to the movement. Anyone who gets even minor publicity is a queer
2540,3,0,3,0,1,@AsapTwelvyy bruh bruh that bitch ain't loyal !
2541,3,1,2,0,1,@AsapTwelvyy hoes.
2542,3,0,3,0,1,@Ashlynohma wtf I DMd you bitch
2544,3,1,2,0,1,@AsvpRvchel @kittty_jpg @nosfiend215 nah im forreal both of yall pussies smell like some dried up crusty fish guts
2545,3,0,3,0,1,@AsvpRvchel @kittty_jpg nah that bitch stank
2546,3,2,1,0,0,@AtBlackface @MrMooncricket @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 ape? Fuck u broke ass racist
2547,3,1,2,0,1,@AtBlackface @MrMooncricket @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 fuck u bitch
2548,3,0,3,0,1,@AudelDavid_24 RT @ElleSzczepanski: These hoes ain't loyal @Bjames055
2551,3,0,3,0,1,@AustinBurge44 pussy ass schedule
2552,3,2,1,0,0,@AustinG1135 I do not like talking to you faggot and I did but in a nicely way fag
2553,3,2,1,0,0,"@AustinG1135 answer my snapchat faggot 
2554,3,1,2,0,1,@AustinG1135 go to sleep faggot!
2555,3,1,2,0,1,@AustinG1135 your the one keeping me up faggot!
2556,3,0,3,0,1,@AustinZ18 &#128514;&#128514;&#128514;&#128514;&#128514; i can not wait to see this fucking cunt. Her ass is mine.&#128548;&#128548;&#128548;&#128548;
2559,3,0,2,1,1,@AutyAut_ bitch add me
2560,3,0,3,0,1,"@AveryCash @DallyJackson @Coal_Daddy @THaRock10 @YouTube ""I could have died"".. ""I called my mom a bitch"" lmao"
2561,3,0,3,0,1,@AwiLL_2RECKLESS bruh did go out like a bitch thoe lol that should not be his final match
2562,3,0,3,0,1,@AwiLL_2RECKLESS lmao omm you see the bitch tryna act like she ain't feel it ahaha
2563,3,0,2,1,1,@AwiLL_2RECKLESS lol his matches from the early 90's when he was IC champion the bitches really would go ham
2564,3,0,3,0,1,"@Awint94 so ppl are pissed off basically saying if we have to suffer
2565,3,1,2,0,1,@AwwYeahMaddie you're our bitch though
2566,3,0,3,0,1,@AyDontJudgeMe Just come stop in this bitch cause im bout to get off
2567,3,0,3,0,1,@AyMrCarter niggas be on pussy shit
2568,3,0,3,0,1,@Aydren cause you're a sexy bitch
2570,3,2,1,0,0,@AyeFuckWoody @coryburgess87 do i literally eat asshole for a living? is that what i actually do faggot? You seem a little confused..
2571,3,0,3,0,1,@AyyMartt bitch where you been
2572,3,0,3,0,1,@BAMitsjustMARY no I bitch and moan not tears!!!
2573,3,1,2,0,1,@BB16ZachRance @ArianaGrande oh&gt;&gt;&gt;&gt;&gt; so that's the bald bitch&lt;&lt;&lt;&lt;&lt;&lt;&lt;
2574,3,0,3,0,1,@BBCandice @dorothy5334 @JoyGrenade if u cant talk without talking about ur cunt mama im thru talking
2575,3,2,1,0,0,"@BGALLY17 so ur faggot teammate @BrandonPrust8 hits someone late like that and U say he's yapping and yelling
2576,3,0,3,0,1,@BG_RAMBOE man shut yo bord ass up ! Want some hoes ? Cdfu stay fuckjng wid me on here mann
2578,3,0,3,0,1,@BH_Dragons he's fucking trash
2579,3,1,2,0,1,@BIackiechan @TheUncurvable @ToneDaGawd @CurtDatNigga lmfaoooo that's some fag shit man.
2580,3,0,3,0,1,"@BLHolla Me
2581,3,0,3,0,1,@BLUE_yupp finger my throbbing pussy slowly as i cum on ur face
2582,3,0,2,1,1,@BMS_ThadCastle this account is so incredibly retarded.
2584,3,1,2,0,1,@BOSSBITCHDAPHNE yours a dyke&#128514;
2585,3,0,3,0,1,@BRIdifferent bishhhhhh waasup where this bitch up
2586,3,0,3,0,1,"@BRIdifferent good dnt be a sucker for these sad mad bitches
2587,3,0,3,0,1,@BUKPSYCHODRAMA just followed me. On Vice Lord dats rns. I been listening to this nigga since 'Magic.' Almighty on you hoes!
2588,3,0,3,0,1,@BUNNYDaHONEY &lt;= got all the hoes
2589,3,0,3,0,1,@B_McC10ud that's meant toward my dads gf shes a bitch dude
2591,3,1,2,0,1,@B_Stewart9 quit bein a little bitch B
2592,3,0,3,0,1,@BabyxShad hoes twerking heavy to that
2594,3,0,3,0,1,@Badassjae fuck no my school boring and ghetto
2595,3,0,3,0,1,@Badbitch_Amen @JoeAnoaiReigns I put this bitch to shame&#128514;&#128514;
2596,3,0,3,0,1,@BakariT bitch what?
2597,3,0,3,0,1,@BallBagSteve hoe b4 bros..smh.
2598,6,0,6,0,1,@BallOut057 I'm otp bitch hold on
2600,3,0,3,0,1,@BallardTheG_ get this nigguh of this streets
2601,3,0,3,0,1,@Bam_N_DeyMouth grindin cuzz thats all shit dont stop wats good witcha thou bitch you been mia too
2602,3,0,3,0,1,@Bam_N_DeyMouth you already know ima keep it trilla...Happy Bday lha bitch i love yu nigga!
2603,3,0,3,0,1,@BangxBroz right in the pussy
2604,3,2,1,0,0,@BarackObama @MarchForInnov send them damn beaners back where they belong n the US aint it
2605,3,1,2,0,1,@BarackObama @MichelleObama omfg you elitist bitch no one cares what you think! go fuck yourselves are you in china anyway?
2607,3,0,3,0,1,"@BarackObama glad you brought that kid home
2609,3,0,3,0,1,@BarackObama make weed legal you pussy you know you smoke that shit
2610,3,1,2,0,1,@BarbaraF321 @ThirtyBirdy wow and there are white people and there are crackers. Guess which one u are.
2611,3,0,3,0,1,@BarbieNixon a moment of silence for the bitch who changes her name everyday ..:-)
2612,3,2,1,0,0,@Barbod6FCB @_cblaze @ODDBEAST cracker jack shut the fuck up
2613,3,1,2,0,1,@Barbod6FCB Am not gonna shut shit up bitch but u can get yo punk ass out there hoe ass nigga
2614,3,0,3,0,1,"@Barbod6FCB oh really and that's word where u be at then I wanna see what bout then
2615,3,0,3,0,1,@Barbod6FCB. U lame then a bitch get the fuck with that gay shit
2616,3,1,2,0,1,@Barbod6FCB. Wigga wigga wigga wigga wigga
2617,3,0,3,0,1,"@BarnabyEdwards @Bsilverstrim77 ""Dear Daily Mail
2618,6,2,4,0,1,@BarneyFranken @jennykutner @Salon salon is is chuck full of butthurt liberal retards
2619,3,1,2,0,1,"@BasedBoy_Bob nigga said ""I woke up in a bed fulla bitches that I ain't een fuckin"" but idc his shit bout to be 10x harder"
2620,3,1,2,0,1,@Based_Saiyan my grandpa has better comebacks and he's dead you faggot go outside and let go of your little ass dick for a minute
2622,3,1,2,0,1,@BeaMiller dumb bitch stfu
2623,3,0,3,0,1,@BeanRozay im Tokyo but I get higher than a jet. Killing these dog ass hoes had to send em to the vet! Produced by @TNKTheMonstah
2624,3,0,3,0,1,@BeattyJustin @KYOppCoalition And just what is that bitch gonna do for women?
2626,3,0,3,0,1,@BeattyJustin @KYOppCoalition Obama's bitch!
2627,3,0,3,0,1,@Beautifulcallen nigger lol thts offensive .....lol and my xmas was iite had a couple of drinks so i was fine ninja xmas ...lol
2630,3,0,3,0,1,@BeenBasedB do this nigga think he mick foley ?
2631,3,0,3,0,1,@BeenSlimm I just don't want one these new bitches that morphed in to a super playa because she see how the world is
2632,3,0,3,0,1,@BekySawyer boats and hoes
2633,3,0,3,0,1,@Belbert11 @BuhrowAustin well looks like I'll be buying you two a big bitch box of Busch NA &#128129;
2634,3,1,2,0,1,@BengyBenFrank niggah follow me back &#128529;
2635,3,0,3,0,1,@Benny_Balboa lmfaoo yu stupid lha bitch i been knowing you for about 10yrs you never had a hoe...EVER
2636,3,0,3,0,1,@Benny_Balboa not to yall thou! Yalll fucking glad bag trash
2637,3,1,2,0,1,@Benny_Balboa tell that boy he a hoe i just called him
2638,3,1,2,0,1,@Benny_Balboa yall fucking trash boyy!!! #gladbagflow
2639,3,0,3,0,1,@BetoDavidThomas @JesseCanon bitch my mom didn't call you
2640,3,0,3,0,1,@BetoDavidThomas @JesseCanon lmfaooo oh well fuck that bitch
2642,3,2,1,0,0,@BeyondTomcat you'd like that wouldn't you fag
2643,3,0,3,0,1,@Beyond_Fatal my bitch bruhhh !!!
2644,3,2,1,0,0,@Bidenshairplugs He looks like a fag and his time line is boring Zzzzzz
2646,3,1,2,0,1,@BigD757 too bad hes a faggot
2647,3,0,3,0,1,@BigDaddySniper you far asf too nigguh
2648,3,0,3,0,1,@BigLovemusic Bruh that won't happen cuz I can see that big bitch or it before it strikes.
2650,3,1,2,0,1,@BigQuinn_Liam @RJ_Diego11 did you get your volcano yet faggot
2651,3,0,3,0,1,@BigRed2OTS she prolly got some bomb pussy too. Lol I hope haha
